year,quarter,region,economic_activity,facility_size,no_of_faicility,saudi_employees,male_saudies,female_saudies,foreign_employees,male_foreigners,female_foreigners
2023,1,منطقة نجران,أنشطة الاستخدام,متوسطة,2,6,0,6,192,10,182
2023,1,المنطقة الشرقية,الأنشطه المعماريه والهندسيه,صغيرة,439,1615,852,763,6407,6383,24
2023,1,المنطقة الشرقية,الأنشطه المعماريه والهندسيه,كبيرة,98,25599,20954,4645,112816,112641,175
2023,1,المنطقة الشرقية,الأنشطه المعماريه والهندسيه,متناهية الصغر,566,294,157,137,1206,1201,5
2023,1,المنطقة الشرقية,الأنشطه المعماريه والهندسيه,متوسطة,180,4012,2809,1203,16883,16857,26
2023,1,منطقة الباحة,الأنشطه المعماريه والهندسيه,صغيرة,4,10,9,1,39,39,0
2023,1,منطقة الباحة,الأنشطه المعماريه والهندسيه,كبيرة,1,51,46,5,253,253,0
2023,1,منطقة الباحة,الأنشطه المعماريه والهندسيه,متناهية الصغر,28,9,3,6,63,63,0
2023,1,منطقة الباحة,الأنشطه المعماريه والهندسيه,متوسطة,2,40,27,13,108,108,0
2023,1,منطقة الجوف,الأنشطه المعماريه والهندسيه,صغيرة,17,39,26,13,202,202,0
2023,1,منطقة الجوف,الأنشطه المعماريه والهندسيه,كبيرة,1,121,78,43,281,263,18
2023,1,منطقة الجوف,الأنشطه المعماريه والهندسيه,متناهية الصغر,46,10,8,2,100,100,0
2023,1,منطقة الجوف,الأنشطه المعماريه والهندسيه,متوسطة,5,125,89,36,397,396,1
2023,1,منطقة الحدود الشمالية,الأنشطه المعماريه والهندسيه,صغيرة,7,33,20,13,119,119,0
2023,1,منطقة الحدود الشمالية,الأنشطه المعماريه والهندسيه,متناهية الصغر,39,10,4,6,96,95,1
2023,1,منطقة الحدود الشمالية,الأنشطه المعماريه والهندسيه,متوسطة,1,38,20,18,128,128,0
2023,1,منطقة الرياض,الأنشطه المعماريه والهندسيه,صغيرة,680,2165,1039,1126,9529,9469,60
2023,1,منطقة الرياض,الأنشطه المعماريه والهندسيه,كبيرة,123,27473,18550,8923,125563,124890,673
2023,1,منطقة الرياض,الأنشطه المعماريه والهندسيه,متناهية الصغر,1284,515,238,277,2736,2709,27
2023,1,منطقة الرياض,الأنشطه المعماريه والهندسيه,متوسطة,241,5103,3077,2026,23107,23045,62
2023,1,منطقة القصيم,الأنشطه المعماريه والهندسيه,صغيرة,70,235,150,85,1103,1102,1
2023,1,منطقة القصيم,الأنشطه المعماريه والهندسيه,كبيرة,11,1531,959,572,8428,8427,1
2023,1,منطقة القصيم,الأنشطه المعماريه والهندسيه,متناهية الصغر,158,43,29,14,387,384,3
2023,1,منطقة القصيم,الأنشطه المعماريه والهندسيه,متوسطة,22,421,344,77,2036,2031,5
2023,1,منطقة المدينة المنورة,الأنشطه المعماريه والهندسيه,صغيرة,74,243,150,93,979,977,2
2023,1,منطقة المدينة المنورة,الأنشطه المعماريه والهندسيه,كبيرة,9,950,635,315,3932,3906,26
2023,1,منطقة المدينة المنورة,الأنشطه المعماريه والهندسيه,متناهية الصغر,187,52,29,23,445,443,2
2023,1,منطقة المدينة المنورة,الأنشطه المعماريه والهندسيه,متوسطة,22,523,374,149,1884,1882,2
2023,1,منطقة تبوك,الأنشطه المعماريه والهندسيه,صغيرة,20,64,31,33,261,261,0
2023,1,منطقة تبوك,الأنشطه المعماريه والهندسيه,كبيرة,1,101,50,51,496,496,0
2023,1,منطقة تبوك,الأنشطه المعماريه والهندسيه,متناهية الصغر,78,21,8,13,167,166,1
2023,1,منطقة تبوك,الأنشطه المعماريه والهندسيه,متوسطة,4,83,55,28,300,300,0
2023,1,منطقة جازان,الأنشطه المعماريه والهندسيه,صغيرة,22,45,20,25,325,324,1
2023,1,منطقة جازان,الأنشطه المعماريه والهندسيه,كبيرة,1,59,52,7,326,326,0
2023,1,منطقة جازان,الأنشطه المعماريه والهندسيه,متناهية الصغر,107,23,10,13,264,264,0
2023,1,منطقة جازان,الأنشطه المعماريه والهندسيه,متوسطة,6,147,90,57,639,639,0
2023,1,منطقة حائل,الأنشطه المعماريه والهندسيه,صغيرة,25,68,42,26,311,310,1
2023,1,منطقة حائل,الأنشطه المعماريه والهندسيه,كبيرة,1,125,79,46,641,641,0
2023,1,منطقة حائل,الأنشطه المعماريه والهندسيه,متناهية الصغر,70,13,6,7,175,173,2
2023,1,منطقة حائل,الأنشطه المعماريه والهندسيه,متوسطة,7,154,117,37,649,645,4
2023,1,منطقة عسير,الأنشطه المعماريه والهندسيه,صغيرة,55,145,79,66,630,628,2
2023,1,منطقة عسير,الأنشطه المعماريه والهندسيه,كبيرة,8,682,560,122,3499,3499,0
2023,1,منطقة عسير,الأنشطه المعماريه والهندسيه,متناهية الصغر,151,49,29,20,361,361,0
2023,1,منطقة عسير,الأنشطه المعماريه والهندسيه,متوسطة,26,594,432,162,2388,2387,1
2023,1,منطقة مكة المكرمة,الأنشطه المعماريه والهندسيه,صغيرة,342,1183,621,562,4643,4612,31
2023,1,منطقة مكة المكرمة,الأنشطه المعماريه والهندسيه,كبيرة,38,7335,5319,2016,34802,34710,92
2023,1,منطقة مكة المكرمة,الأنشطه المعماريه والهندسيه,متناهية الصغر,686,246,126,120,1551,1530,21
2023,1,منطقة مكة المكرمة,الأنشطه المعماريه والهندسيه,متوسطة,97,2034,1315,719,8584,8551,33
2023,1,منطقة نجران,الأنشطه المعماريه والهندسيه,صغيرة,21,80,36,44,304,304,0
2023,1,منطقة نجران,الأنشطه المعماريه والهندسيه,كبيرة,6,845,600,245,3401,3401,0
2023,1,منطقة نجران,الأنشطه المعماريه والهندسيه,متناهية الصغر,61,19,7,12,141,140,1
2023,1,منطقة نجران,الأنشطه المعماريه والهندسيه,متوسطة,9,137,79,58,706,704,2
2023,1,المنطقة الشرقية,النقل,صغيرة,28,166,119,47,230,225,5
2023,1,المنطقة الشرقية,النقل,متناهية الصغر,47,38,33,5,69,69,0
2023,1,المنطقة الشرقية,النقل,متوسطة,13,793,629,164,364,357,7
2023,1,منطقة الباحة,النقل,متناهية الصغر,1,0,0,0,2,2,0
2023,1,منطقة الحدود الشمالية,النقل,متناهية الصغر,1,0,0,0,1,1,0
2023,1,منطقة الرياض,النقل,صغيرة,17,130,60,70,173,172,1
2023,1,منطقة الرياض,النقل,متناهية الصغر,119,33,19,14,273,269,4
2023,1,منطقة الرياض,النقل,متوسطة,2,173,150,23,73,72,1
2023,1,منطقة القصيم,النقل,صغيرة,1,0,0,0,8,8,0
2023,1,منطقة القصيم,النقل,متناهية الصغر,5,1,0,1,11,11,0
2023,1,منطقة المدينة المنورة,النقل,صغيرة,6,37,29,8,45,45,0
2023,1,منطقة المدينة المنورة,النقل,متناهية الصغر,22,15,10,5,35,35,0
2023,1,منطقة المدينة المنورة,النقل,متوسطة,2,62,46,16,58,56,2
2023,1,منطقة تبوك,النقل,صغيرة,2,7,3,4,27,15,12
2023,1,منطقة تبوك,النقل,متناهية الصغر,13,8,8,0,20,20,0
2023,1,منطقة جازان,النقل,صغيرة,3,50,33,17,14,14,0
2023,1,منطقة جازان,النقل,متناهية الصغر,13,5,3,2,24,24,0
2023,1,منطقة حائل,النقل,متناهية الصغر,4,3,1,2,5,5,0
2023,1,منطقة عسير,النقل,متناهية الصغر,13,1,1,0,34,34,0
2023,1,منطقة مكة المكرمة,النقل,صغيرة,37,188,133,55,293,287,6
2023,1,منطقة مكة المكرمة,النقل,متناهية الصغر,122,45,22,23,206,202,4
2023,1,منطقة مكة المكرمة,النقل,متوسطة,5,176,114,62,195,194,1
2023,1,منطقة نجران,النقل,صغيرة,1,0,0,0,6,6,0
2023,1,منطقة نجران,النقل,متناهية الصغر,5,0,0,0,9,9,0
2023,1,المنطقة الشرقية,النقل,صغيرة,16,103,78,25,119,118,1
2023,1,المنطقة الشرقية,النقل,متناهية الصغر,61,17,9,8,110,110,0
2023,1,منطقة الجوف,النقل,صغيرة,1,0,0,0,8,8,0
2023,1,منطقة الجوف,النقل,متناهية الصغر,7,1,1,0,18,18,0
2023,1,منطقة الحدود الشمالية,النقل,صغيرة,2,11,8,3,25,25,0
2023,1,منطقة الرياض,النقل,صغيرة,22,131,88,43,231,231,0
2023,1,منطقة الرياض,النقل,كبيرة,2,1742,1597,145,1406,786,620
2023,1,منطقة الرياض,النقل,متناهية الصغر,223,43,25,18,562,558,4
2023,1,منطقة الرياض,النقل,متوسطة,7,282,216,66,272,238,34
2023,1,منطقة القصيم,النقل,صغيرة,1,1,0,1,5,5,0
2023,1,منطقة القصيم,النقل,متناهية الصغر,10,3,1,2,19,19,0
2023,1,منطقة المدينة المنورة,النقل,صغيرة,2,25,23,2,20,20,0
2023,1,منطقة المدينة المنورة,النقل,متناهية الصغر,10,3,2,1,22,22,0
2023,1,منطقة تبوك,النقل,صغيرة,2,16,13,3,30,30,0
2023,1,منطقة تبوك,النقل,متناهية الصغر,6,0,0,0,11,11,0
2023,1,منطقة جازان,النقل,متناهية الصغر,11,1,1,0,27,27,0
2023,1,منطقة حائل,النقل,متناهية الصغر,16,0,0,0,46,45,1
2023,1,منطقة عسير,النقل,صغيرة,1,0,0,0,7,7,0
2023,1,منطقة عسير,النقل,متناهية الصغر,12,6,4,2,24,24,0
2023,1,منطقة مكة المكرمة,النقل,صغيرة,25,179,133,46,248,241,7
2023,1,منطقة مكة المكرمة,النقل,كبيرة,2,5949,5353,596,258,130,128
2023,1,منطقة مكة المكرمة,النقل,متناهية الصغر,86,55,36,19,162,161,1
2023,1,منطقة مكة المكرمة,النقل,متوسطة,3,122,95,27,119,119,0
2023,1,منطقة نجران,النقل,متناهية الصغر,2,0,0,0,5,5,0
2023,1,المنطقة الشرقية,النقل,صغيرة,822,2883,1570,1313,12125,12112,13
2023,1,المنطقة الشرقية,النقل,كبيرة,51,9121,7438,1683,23519,23509,10
2023,1,المنطقة الشرقية,النقل,متناهية الصغر,2016,547,259,288,4103,4092,11
2023,1,المنطقة الشرقية,النقل,متوسطة,218,4952,3201,1751,16374,16353,21
2023,1,منطقة الباحة,النقل,صغيرة,8,23,11,12,167,167,0
2023,1,منطقة الباحة,النقل,متناهية الصغر,183,40,27,13,376,375,1
2023,1,منطقة الجوف,النقل,صغيرة,88,176,109,67,1024,1024,0
2023,1,منطقة الجوف,النقل,متناهية الصغر,570,54,33,21,1240,1234,6
2023,1,منطقة الجوف,النقل,متوسطة,8,133,58,75,504,504,0
2023,1,منطقة الحدود الشمالية,النقل,صغيرة,66,155,70,85,746,746,0
2023,1,منطقة الحدود الشمالية,النقل,متناهية الصغر,317,37,21,16,624,624,0
2023,1,منطقة الحدود الشمالية,النقل,متوسطة,1,50,36,14,152,152,0
2023,1,منطقة الرياض,النقل,صغيرة,1266,3642,1527,2115,16153,16097,56
2023,1,منطقة الرياض,النقل,كبيرة,59,18597,15922,2675,31538,31515,23
2023,1,منطقة الرياض,النقل,متناهية الصغر,13719,1605,720,885,36819,36651,168
2023,1,منطقة الرياض,النقل,متوسطة,240,5427,2926,2501,19368,19341,27
2023,1,منطقة القصيم,النقل,صغيرة,275,759,393,366,3280,3271,9
2023,1,منطقة القصيم,النقل,كبيرة,7,638,550,88,2164,2164,0
2023,1,منطقة القصيم,النقل,متناهية الصغر,1151,211,107,104,2576,2572,4
2023,1,منطقة القصيم,النقل,متوسطة,32,627,395,232,2377,2369,8
2023,1,منطقة المدينة المنورة,النقل,صغيرة,164,412,216,196,1976,1976,0
2023,1,منطقة المدينة المنورة,النقل,كبيرة,1,101,40,61,309,309,0
2023,1,منطقة المدينة المنورة,النقل,متناهية الصغر,1037,146,80,66,2120,2118,2
2023,1,منطقة المدينة المنورة,النقل,متوسطة,25,499,336,163,1652,1652,0
2023,1,منطقة تبوك,النقل,صغيرة,73,137,57,80,698,697,1
2023,1,منطقة تبوك,النقل,كبيرة,1,71,65,6,195,195,0
2023,1,منطقة تبوك,النقل,متناهية الصغر,618,83,47,36,1249,1247,2
2023,1,منطقة تبوك,النقل,متوسطة,6,156,115,41,245,245,0
2023,1,منطقة جازان,النقل,صغيرة,36,75,39,36,377,376,1
2023,1,منطقة جازان,النقل,كبيرة,2,822,629,193,300,286,14
2023,1,منطقة جازان,النقل,متناهية الصغر,587,70,38,32,1340,1331,9
2023,1,منطقة جازان,النقل,متوسطة,6,89,35,54,398,398,0
2023,1,منطقة حائل,النقل,صغيرة,59,108,52,56,612,612,0
2023,1,منطقة حائل,النقل,متناهية الصغر,668,72,34,38,1705,1702,3
2023,1,منطقة حائل,النقل,متوسطة,3,30,10,20,129,129,0
2023,1,منطقة عسير,النقل,صغيرة,283,712,422,290,3102,3093,9
2023,1,منطقة عسير,النقل,كبيرة,2,131,106,25,394,394,0
2023,1,منطقة عسير,النقل,متناهية الصغر,1836,254,132,122,3722,3715,7
2023,1,منطقة عسير,النقل,متوسطة,16,391,255,136,1223,1223,0
2023,1,منطقة مكة المكرمة,النقل,صغيرة,1015,3235,1533,1702,13114,13059,55
2023,1,منطقة مكة المكرمة,النقل,كبيرة,24,3633,2669,964,11416,11372,44
2023,1,منطقة مكة المكرمة,النقل,متناهية الصغر,3715,695,361,334,8078,7989,89
2023,1,منطقة مكة المكرمة,النقل,متوسطة,148,3318,1943,1375,10904,10844,60
2023,1,منطقة نجران,النقل,صغيرة,103,209,92,117,1213,1212,1
2023,1,منطقة نجران,النقل,متناهية الصغر,995,75,34,41,2508,2502,6
2023,1,منطقة نجران,النقل,متوسطة,5,104,72,32,381,381,0
2023,1,المنطقة الشرقية,الطباعة واستنساخ وسائط الأعلام المسجّلة,صغيرة,55,242,100,142,586,585,1
